,Time (s),Linear Acceleration x,Linear Acceleration y,Linear Acceleration z,Absolute acceleration,gyroscope x,gyroscope y,gyroscope z,Absolute gyroscope,Speed (m/s)
0,0.038868856,-2.474534273,-0.8815517426,3.5253582,4.3964308,0.3098585606,-0.04593949392,0.3961449265,0.5050282838,5.56
1,0.073658023,7.574485779,-3.602179527,-3.898207188,9.249029757,-0.1842906028,0.2532664239,-0.04154528305,0.3159634762,5.545932203711864
2,0.108517711,-3.228375435,-3.896589518,2.866189957,5.81557071,-0.1342232227,-0.04167843983,-0.1054610983,0.1757128598,5.531864407423728
3,0.143410419,-8.502328873,3.932723522,5.862516403,11.05101847,0.1138500497,0.6538055539,0.2789659202,0.7198927148,5.5177966111355925
4,0.178288179,7.407302856,-1.718672276,2.474532127,7.996579222,-0.15020217,-0.116246894,-0.6475471258,0.6748268759,5.503728814847458
5,0.213196409,2.741026402,1.204414368,-9.720786095,10.17140708,0.2491385341,0.1085237339,-0.1917474568,0.3325875782,5.489661018559322
6,0.248078804,-3.400773048,-0.2456760406,3.993267059,5.250885244,0.4312986135,-0.03741738573,0.07989477366,0.4402291786,5.475593222271186
7,0.282966304,4.33158493,-4.618888855,0.2313575745,6.336425537,-0.08202529699,-0.04593949392,-0.3727091253,0.3843835045,5.461525425983051
8,0.317879586,-1.391021609,0.9648933411,-1.07773304,2.006855446,-0.1992042959,0.112784788,-0.2460758984,0.336089434,5.447457629694915
9,0.352741304,-7.498628139,1.450303555,7.561092377,10.74722859,0.3300985694,-0.05552686751,-0.0479368642,0.338151211,5.433389833406779
10,0.387625367,6.503253937,-4.853254795,-10.31774807,13.1263978,-0.2599243224,-0.1418132186,-0.5538039207,0.6279891918,5.4193220371186435
11,0.422501669,-2.67571497,3.117340088,1.415353298,4.345167981,-0.1608548164,0.1394163817,0.1363537461,0.2527915021,5.405254240830508
12,0.457406669,-0.8909769654,5.033227444,4.734901428,6.967532561,0.6239781976,-0.1844237745,-0.0351537019,0.651610852,5.391186444542373
13,0.492279534,7.608172417,-11.7555275,-9.858674049,17.12513265,-0.2450106442,-0.2121206224,-0.3791007102,0.4987411379,5.377118648254237
14,0.527190002,-7.180195332,4.964842796,10.65309525,13.77291935,-0.3802991211,0.2660495937,-0.05113265663,0.4669307833,5.3630508519661015
15,0.5620787,-1.435302377,7.383954525,13.54772949,15.49593017,0.5474123359,-0.0896153003,-0.2279664129,0.5997164771,5.348983055677966
16,0.596927398,7.191610813,-8.785085678,-16.8186245,20.29194733,-0.3696464896,-0.316516459,-0.4930838943,0.6927863472,5.33491525938983
17,0.63184719,-7.562094688,2.096788406,-0.03173303604,7.847471229,0.3854922652,0.05099949613,0.3950796425,0.5543402918,5.320847463101694
18,0.666731409,6.741844654,-1.719783306,1.649471283,7.150585953,-0.2450106442,-0.2515353858,-0.3364901543,0.4863392746,5.306779666813559
19,0.701634586,-5.911543369,-2.051482439,-1.391528606,6.410247816,-0.279099077,-0.2121206224,0.04580633715,0.3535387868,5.292711870525424
20,0.736501461,-6.273676395,5.251101494,10.81122208,13.55786138,-0.1821600795,-0.2589922249,0.2278332561,0.3900862209,5.278644074237288
21,0.771416617,7.130253315,-8.794774055,-13.27178383,17.44502247,-0.1406148076,-0.3834949136,0.01384842768,0.4086962831,5.2645762779491525
22,0.806305471,-2.232095957,8.201439857,-0.7804951668,8.535516434,-0.1257011145,0.2671148479,0.7550055981,0.8106692083,5.250508481661017
23,0.841166929,0.3339655995,0.2932944298,11.5601635,11.56870497,0.1777658761,-0.03315633163,0.5399554968,0.5694312843,5.236440685372881
24,0.876056304,3.586874485,-6.382870197,-9.718800545,12.16806413,-0.1033305749,-0.2994722426,0.313054353,0.4453805785,5.222372889084745
25,0.910937815,-7.887735367,1.392747879,3.702921867,8.824270294,-0.02130527236,0.1170458421,0.6390250325,0.6500051046,5.20830509279661
26,0.945824846,5.947217464,-0.4097919464,-7.778556824,9.8001669,-0.3163833022,-0.10239847,0.1225053221,0.3543887619,5.194237296508474
27,0.980717294,-0.2983230948,3.260885715,-1.567642212,3.630409677,0.1362205893,0.162852183,0.5868270993,0.6240536251,5.180169500220339
28,1.015631981,0.5303233862,5.438330173,2.94508028,6.207267984,0.2810964286,0.1564605981,0.5016059875,0.5959057708,5.1661017039322035
29,1.050481304,5.878714561,-10.15039825,-8.858202934,14.6988989,-0.08948214352,-0.2163816839,-0.04580633715,0.2385923462,5.152033907644068
30,1.08539094,-8.448393822,2.765377045,6.547049522,11.04022309,-0.1544632316,0.5472791791,0.3450122476,0.6651367083,5.137966111355932
31,1.120286148,1.7653265,2.430106163,5.515081406,6.279961507,-0.05752423778,0.1830921918,-0.1203747913,0.226543327,5.123898315067796
32,1.155195106,4.934103012,0.5665798187,-8.18691349,9.575590724,0.08189214021,0.07550056279,-0.01810948178,0.1128477334,5.109830518779661
33,1.190047659,-5.519265175,2.042982101,5.886880398,8.324147089,0.556999743,0.1681784987,0.4014712274,0.7069030114,5.095762722491525
34,1.224947815,8.899390221,-8.619454384,-6.076048851,13.79900394,-0.1651158631,0.1660479754,-0.34820804,0.4196236618,5.08169492620339
35,1.259838179,-5.734848499,-0.4582257271,8.978227615,10.66334981,-0.3323622644,0.2820285559,-0.04580633715,0.4382955643,5.067627129915254
36,1.294724429,-0.02903902531,7.028964996,9.757780075,12.02586646,0.123437427,0.1969406158,-0.2801643312,0.3640253521,5.053559333627119
37,1.32960219,11.17429352,-9.055342674,-20.46231461,25.01140511,0.1117195264,0.02756369673,-0.5175849795,0.5302218602,5.039491537338983
38,1.364526148,-4.192439079,2.56879425,-2.438657284,5.488378511,0.02330264263,0.5036033988,0.1438105851,0.524252688,5.025423741050847
39,1.399373856,3.205735445,3.416112423,3.439792633,5.811947796,0.1426121742,0.2916159332,-0.4440817833,0.5500788261,5.011355944762712
40,1.434277346,1.578933597,-4.206453323,-7.12171793,8.420578789,0.01491369121,0.0435426496,-0.3716438413,0.3744830107,4.997288148474576
41,1.469422919,-6.092367172,1.897615433,7.261919022,9.667127286,0.2832269669,-0.06724476814,-0.2801643312,0.4040190912,4.983220352186441
42,1.504417867,7.234646797,-0.7397794724,-11.53663063,13.63749369,-0.107591629,-0.09813741595,-0.7785745859,0.7920765726,4.969152555898305
43,1.538997867,0.1213430837,0.0359916687,-1.619508743,1.624447018,0.09041424841,0.2085253596,-0.2311622053,0.3241813182,4.95508475961017
44,1.573847815,-2.459228039,4.717042446,6.288776398,8.236929074,0.4749744236,-0.05126581341,-0.279099077,0.5532858046,4.941016963322034
45,1.608737554,7.691605091,-10.82708073,-6.476834297,14.77619195,-0.2812296152,0.06697845459,-0.7018755674,0.7590820259,4.926949167033898
46,1.643597919,-2.238768816,4.222360134,2.767147541,5.522455652,-0.1768337637,0.06271740049,-0.434494406,0.4732748051,4.912881370745763
47,1.678519586,-0.1870220006,5.209882259,7.704523563,9.302555226,0.3759049177,-0.2675143182,-0.6123934388,0.7667425523,4.898813574457627
48,1.713356356,10.84791565,-6.735215664,-13.18645668,18.35546359,-0.1448758543,-0.2398174703,-1.020256281,1.058028502,4.884745778169492
49,1.748301096,-1.921255469,1.026208878,0.2980089188,2.198439573,0.1468732208,-0.3675159514,-0.456864953,0.6044545499,4.870677981881356
50,1.783180784,-3.451395273,4.028522015,11.48299217,12.64911966,0.205462724,-0.2025332451,-0.1384842694,0.3200195919,4.856610185593221
51,1.818056565,8.095963478,-8.984034538,-10.84328842,16.24298018,-0.07563371956,-0.6338318586,-0.6464818716,0.9085164252,4.842542389305085
52,1.852955002,-8.456306458,1.072854996,0.3594655991,8.531667613,-0.03728422895,-0.365385443,0.06711161137,0.373363903,4.828474593016949
53,1.887815002,-5.822545052,4.924948692,9.91269207,12.50674276,0.09787109494,-0.3218427896,0.07776424289,0.3452662885,4.8144067967288136
54,1.922805627,6.792424679,-7.845142841,-15.10439682,18.32555872,0.05099949613,-0.8787093163,-0.2450106442,0.9136526839,4.800339000440678
55,1.957582502,-9.327856064,-1.302673817,6.466434956,11.42456296,0.01810948178,-0.6689855456,0.4866923392,0.8274896051,4.786271204152542
56,1.992516981,-3.921830654,4.326744556,1.115664482,5.945265459,-0.2769685388,-0.1354216337,0.8679235578,0.9210547717,4.772203407864406
57,2.027383127,3.719818354,-9.722448349,-8.58760643,13.4948151,-0.3728422821,-0.9383640885,0.5122586489,1.132231184,4.758135611576272
58,2.062289117,-12.59580326,1.550745964,4.02048111,13.31252573,-0.09800425172,-0.6764423847,1.464338064,1.616002815,4.744067815288136
59,2.097156304,-3.359737158,0.4745855331,-1.432713509,3.683168907,-0.4324970245,-0.4410191476,1.410009623,1.539376075,4.730000019
60,2.132039065,3.541653156,-0.9868898392,-9.068110466,9.785084877,-0.4495412707,-0.5656549931,1.353550673,1.534324721,4.730000019
61,2.166954586,-5.221378326,5.60781908,2.184546471,7.967601254,0.0264984332,-0.4282359779,1.586843371,1.64382484,4.730000019
62,2.201835627,-1.494521618,1.555083752,13.81793213,13.98524682,-0.3536675274,-0.2483395934,1.557016015,1.61587504,4.730000019
63,2.236727294,-2.721317291,0.1041593552,4.569872379,5.31978858,-0.436758101,-0.3568633199,1.259940624,1.380420025,4.730000019
64,2.271615575,3.250291348,3.791937828,-5.221703529,7.225605448,0.1063932031,0.1298290044,1.844503999,1.852125829,4.730000019
