,Time (s),Linear Acceleration x,Linear Acceleration y,Linear Acceleration z,Absolute acceleration,gyroscope x,gyroscope y,gyroscope z,Absolute gyroscope,Speed (m/s)
0,0.04781975,4.572474957,1.641945004,-6.046301842,7.756370065,-0.08242477477,0.3146522343,-0.1581916511,0.3616966554,0.0
1,0.082587927,1.632317781,2.14841032,-4.791053772,5.498574769,-0.05060002208,0.2155827284,-0.1304948032,0.2570314546,0.08205882241176471
2,0.117496989,-2.675180912,5.248011589,-7.414165497,9.469322498,-0.1889511347,0.1261005849,-0.01984053478,0.2280296814,0.16411764482352942
3,0.152381937,-4.253379822,6.655998707,-6.230448246,10.06041968,-0.1729721874,0.05153212696,-0.04647212476,0.1863721978,0.24617646723529413
4,0.187279125,-5.787195206,7.492272854,-2.943762302,9.914207853,-0.2763027549,-0.0282294862,0.05366265774,0.2828777069,0.32823528964705884
5,0.222175791,-5.305864334,6.288955688,-1.867884159,8.437544146,-0.1601890177,-0.1400821656,0.0898816213,0.2310026847,0.41029411205882355
6,0.257004593,-5.839476109,5.398084164,2.889622688,8.461011355,-0.2315616906,-0.2732401192,0.1857553422,0.4034675036,0.49235293447058825
7,0.291955687,-5.568344593,4.301983833,1.728636742,7.24580647,-0.1282311082,-0.286023289,0.1751027107,0.3590452593,0.574411756882353
8,0.326847354,-4.834738255,1.980171323,3.648981094,6.372663139,-0.01331579592,-0.4170507193,0.06538055837,0.4223543894,0.6564705792941177
9,0.361895791,-9.206707001,2.77792263,-1.629821301,9.753800562,-0.07922898233,-0.3115896285,0.07709845901,0.3306198732,0.7385294017058823
10,0.396658239,0.8942043781,-5.015564442,14.39144993,15.26660798,0.128364265,-0.6448839903,-0.4894886315,0.8197267019,0.8205882241176471
11,0.431535114,4.688729286,10.67327881,1.189208984,11.71824564,0.293480128,-0.1763011366,0.1388837546,0.369460923,0.9026470465294119
12,0.466424958,-9.101268768,0.3222839832,-14.2259388,16.89124906,0.1272990108,-0.1059937328,0.155927971,0.2274933882,0.9847058689411765
13,0.50131001,2.086583376,-7.928066254,17.11590385,18.9779406,-0.01651158556,0.08881635964,-0.4522044063,0.4611396787,1.0667646913529412
14,0.536205531,-4.849047184,-8.495923996,-7.90733242,12.57854877,1.882454038,0.006924213842,0.4435491562,1.934015771,1.148823513764706
15,0.571306208,3.493873596,-1.85675323,-20.66410065,21.03948053,0.8462188244,0.2976080179,0.568051815,1.061762542,1.2308823361764707
16,0.606277458,-2.101955175,5.123343945,-40.51413345,40.89085323,0.1475390196,0.6575340033,0.7118624449,0.9802381691,1.3129411585882353
17,0.641088031,-4.404231071,10.2669239,-12.35818577,16.6592837,0.2018674612,0.8205193281,1.021721005,1.325864342,1.394999981
18,0.676059281,-0.3948330879,11.03385448,-31.99353027,33.84505602,0.3605917394,0.5669865608,0.6170539856,0.9122805401,1.4770588034117647
19,0.710999281,-3.047107935,6.075909615,-26.06809998,26.93969897,0.6267744899,1.037833095,0.2752375007,1.243261628,1.5591176258235295
20,0.745562822,-2.469591618,2.731497288,-7.461308479,8.320521884,-0.01544632297,0.5829655528,-0.09321057051,0.5905722946,1.6411764482352942
21,0.780465322,2.834267855,-4.249825001,15.48611641,16.30686629,0.2593916953,0.08455529809,-0.5960150361,0.6554903304,1.7232352706470588
22,0.815341312,3.512177944,-10.7092495,12.65649509,16.94727963,0.6182523966,-0.32224226,-0.6747113466,0.9702120909,1.8052940930588237
23,0.850246052,6.343091965,-9.76964283,9.173692703,14.82691386,0.4223770201,-0.9463536143,-0.3094590902,1.081550941,1.8873529154705884
24,0.885143239,4.050326824,0.6928219795,15.1576376,15.70474855,0.3126548827,-0.4767054915,-0.07403582335,0.5748760775,1.969411737882353
25,0.920021729,-11.55647182,8.891714096,0.1548786163,14.58213318,-0.5000081062,0.2709764242,0.3668501675,0.6767683313,2.051470560294118
26,0.954943291,-5.225751877,8.62424469,-7.210455894,12.39664283,0.03568633273,0.2134522051,0.0547279194,0.22322747,2.1335293827058823
27,0.98984626,-2.105168819,-1.090918422,-7.904704094,8.252647186,0.06657897681,0.2464753687,-0.513989687,0.5739061473,2.215588205117647
28,1.024737354,3.216123581,-9.624631882,15.07639122,18.17345762,0.3169159293,-0.002663159044,-0.8696545959,0.9256035408,2.297647027529412
29,1.05959225,12.8364706,-4.425564766,1.068061829,13.61988829,0.1347558498,-0.393614918,-0.6395576596,0.7629717182,2.3797058499411765
30,1.094520635,-6.552686691,5.511204243,14.13383198,16.52501986,0.0239684321,-0.3808317482,-0.1890842915,0.425864034,2.4617646723529414
31,1.129425583,-13.34693336,3.508174658,-7.642957687,15.77538341,-0.7246456146,0.1665806025,-0.0326237008,0.744261157,2.543823494764706
32,1.164276312,-6.805034637,11.77392578,-3.920055389,14.15276153,-0.1537974328,0.3572627902,-0.1198421568,0.4070042925,2.6258823171764707
33,1.199188239,-6.222289562,1.120020151,-21.77001572,22.66947103,-0.2869553864,0.6809697747,0.006791055668,0.7389921152,2.7079411395882356
34,1.234051937,10.79134274,-6.529617786,-0.8575363159,12.64216576,0.4925512671,0.2496711612,-0.7109303474,0.9002024208,2.789999962
35,1.268966677,17.19256783,0.6775186062,2.718644142,17.41936985,0.05379581451,-0.5820333958,-0.3978759646,0.7070800143,2.872058784411765
36,1.303831364,-11.28822136,1.398192167,6.837622643,13.27147189,0.04953476042,-0.2881538272,0.1165132076,0.3147406045,2.9541176068235293
37,1.338823187,-6.959004402,8.9811306,-0.4737119675,11.3715809,-0.2059953511,-0.02077264152,0.2763027549,0.3452662736,3.036176429235294
38,1.374058239,-1.2722615,4.806364536,-19.06567764,19.70329549,-0.2667153776,0.2209090441,-0.1816274524,0.3910580902,3.118235251647059
39,1.408638239,5.741978168,-6.577913284,7.333209991,11.4024219,0.4191812575,0.1825595498,-0.500141263,0.6776298391,3.2002940740588235
40,1.443405114,12.66352081,-3.741432905,-1.378535748,13.27642423,-0.1836248189,-0.4394212663,-0.1603221744,0.5025060428,3.2823528964705884
41,1.47841152,-9.154708862,2.00952816,10.90553951,14.37976668,0.02290316857,-0.2039979845,-0.03155843541,0.2076912797,3.3644117188823532
42,1.513629333,-8.77701664,1.042252779,-5.200274944,10.25500714,-0.3285006881,-0.0878842473,0.4318312407,0.5496494914,3.4464705412941177
43,1.548466833,-4.37736702,9.026590347,-12.66122818,16.15386562,-0.08668582886,-0.02716422267,0.4392880797,0.4485825954,3.5285293637058825
44,1.583128031,8.80241394,0.5409560204,7.689698219,11.70070867,0.03036001325,0.1729721874,-0.02197106183,0.1769854106,3.6105881861176474
45,1.617887979,8.814323425,1.777559042,-9.674512863,13.20788449,0.1773663908,-0.5319660306,0.1292963773,0.5754687198,3.692647008529412
46,1.652774697,5.531749249,3.949712992,11.37845039,13.25404149,0.1454084814,-0.7588672042,-0.1699095517,0.7911335638,3.7747058309411767
47,1.687672302,-9.823005676,5.822176933,-12.41459274,16.86746269,-0.3306311965,0.2869553864,0.3338269889,0.5505459476,3.856764653352941
48,1.722570375,0.8131129146,8.873467445,-13.94080257,16.54525774,0.1081242561,0.09307741374,0.2091911435,0.2532097831,3.938823475764706
49,1.7574835,-1.602500677,2.110702515,-42.6260643,42.70836489,-0.3444796205,0.7832350731,0.3114564717,0.9105649468,4.0208822981764705
50,1.792377614,-4.235958099,-4.942353725,11.78197575,13.46050348,0.4703139067,0.4520712495,0.2262353599,0.6904679743,4.102941120588236
51,1.827236677,11.24454594,-7.275172234,0.4685029984,13.40102382,0.4202465117,-0.5426186919,-0.6704503298,0.9594507909,4.184999943
52,1.862156937,7.049675465,-3.230488777,11.43843079,13.81925037,0.5032039285,-0.4372907281,-0.08149266988,0.6716237263,4.267058765411765
53,1.897055791,-1.767976761,-3.185698509,21.69931221,22.00305813,0.2988064587,-0.6800376773,-0.1315600574,0.7543504431,4.34911758782353
54,1.931896364,-11.73990536,-1.289667606,13.96626472,18.29057601,-0.1250353158,-0.4490086138,-0.02197106183,0.4666104296,4.431176410235294
55,1.966826156,2.22228384,-0.2932274342,4.696950912,5.204409253,-0.2997385561,-0.6075997353,-0.2284990549,0.7150052157,4.513235232647059
56,2.001720114,-5.300570965,6.76758337,-5.321059704,10.10989187,-0.2070606202,-0.1155811027,0.5094623566,0.5619474926,4.595294055058824
57,2.036592302,-12.50777054,5.625744343,1.089085579,13.75788613,0.1826927215,0.04727107286,0.4934833944,0.5283342175,4.677352877470589
58,2.071535114,9.379106522,-9.735730171,3.933660507,14.07926724,0.250869602,-0.4181159735,0.08455529809,0.4948799076,4.759411699882353
59,2.106390166,4.851140976,-6.887561798,11.2532692,14.05731638,0.1720400751,-0.2135853618,-0.1230379492,0.3005908035,4.8414705222941175
60,2.141252302,-2.980610847,0.9498128891,5.279275894,6.136525036,-0.1516669095,-0.5245091915,0.283759594,0.6153310089,4.923529344705883
61,2.176177979,-8.984669685,6.07783699,-9.947588921,14.71797938,0.3062632978,-0.1379516423,0.3966775537,0.5197893273,5.005588167117647
62,2.211057822,8.960375786,-0.6693997383,20.83580017,22.69068088,0.1347558498,-0.1752358675,0.01957421936,0.2219231813,5.087646989529412
