,Time (s),Linear Acceleration x,Linear Acceleration y,Linear Acceleration z,Absolute acceleration,gyroscope x,gyroscope y,gyroscope z,Absolute gyroscope,Speed (m/s)
0,0.046098809,-1.372797728,7.836745262,-3.789037228,8.812261515,0.04101264849,-0.3339601457,-0.1826927215,0.3828681846,5.56
1,0.080866518,-6.508291245,8.947804451,-8.375353813,13.87687324,0.07723161578,-0.32224226,-0.3637875319,0.4920834939,5.574090905621212
2,0.115772716,-5.726933002,2.643608809,-9.38416481,11.30703225,0.05699160323,-0.2050632536,-0.3978759646,0.4512252919,5.588181811242424
3,0.150633549,-7.947909355,1.599446774,-13.62343979,15.85325218,-0.1175784767,-0.3243727684,-0.1422126889,0.3731847263,5.602272716863636
4,0.185554747,-8.77771759,-3.468317032,-4.905687332,10.63688476,-0.2390185297,-0.2380864173,-0.249804318,0.4197823208,5.616363622484848
5,0.220419955,-5.298974991,-3.037895203,-0.7008686066,6.148102148,-0.3828291297,-0.100667417,0.0419447571,0.3980595861,5.6304545281060605
6,0.255266986,-1.625990868,-2.916987181,5.930987358,6.80656092,-0.5266396999,0.04301001877,0.01957421936,0.5287555062,5.644545433727273
7,0.290196726,-1.392205119,-4.092768192,6.869436264,8.116535046,-0.3380880356,0.03022685647,0.2283658981,0.4091065461,5.658636339348485
8,0.325103549,1.669920206,-6.189628124,7.081395149,9.552292242,-0.3008038104,0.3253048956,0.1932121962,0.4833602799,5.672727244969697
9,0.359987143,9.549503326,-8.078810692,7.652335167,14.66350673,-0.0589889735,0.4424838722,0.02809632942,0.4472818796,5.686818150590908
10,0.395047663,10.81703854,-3.650888443,0.1859827042,11.41805144,0.1304948032,0.2741722167,-0.06138581783,0.3097862435,5.7009090562121205
11,0.429888497,3.97748518,-6.986624718,5.096694946,9.518908166,-0.03462106735,0.3711112142,-0.4862928391,0.612701295,5.714999961833333
12,0.464679018,2.849033117,-5.718362808,7.552611351,9.892350637,-0.02929474972,0.4648544192,-0.4585959911,0.6536498271,5.729090867454545
13,0.499847351,5.046032906,-5.825563908,2.138082504,7.998189778,-0.007989477366,0.5436839461,-0.5054675937,0.7423971668,5.743181773075757
14,0.534557768,-5.833275318,-1.968962193,1.974322319,6.465435923,0.1848232448,0.2400837988,-0.7247787714,0.7855597557,5.757272678696969
15,0.569663653,-10.4972353,-0.8378549218,2.534823418,10.83140247,-0.05685844645,0.2070606202,-0.7311703563,0.7620479468,5.771363584318181
16,0.604288028,-14.86775684,3.881754875,8.516162872,17.56824535,-0.2198437899,0.0462058112,-0.3318296373,0.400720822,5.785454489939394
17,0.639411309,-12.28907394,8.004403114,12.30828953,19.14643044,-0.004793686327,-0.08255793154,-0.1464737505,0.1682062753,5.799545395560606
18,0.67437032,-15.82606602,3.139818668,5.273919106,16.97460013,0.2284990549,-0.1422126889,-0.1081242561,0.2900467579,5.813636301181818
19,0.70895032,-12.81494904,4.280923367,-3.863256454,14.05254333,0.3446127772,-0.3190464675,0.2965427637,0.5554153629,5.82772720680303
20,0.743791101,0.1696286201,2.720631123,-12.45047665,12.74539039,0.3147853911,-0.3190464675,0.4668518007,0.6471716115,5.841818112424242
21,0.778961413,-1.728500009,6.129997253,-7.327283859,9.708432796,0.143277958,-0.585229218,0.4934833944,0.7788117047,5.8559090180454545
22,0.81367183,0.7532744408,3.884139061,-5.085083008,6.442982836,0.01012000442,-0.5054675937,0.2432795912,0.5610569153,5.869999923666667
23,0.848459851,1.111898422,2.938797712,-5.069704533,5.964457573,-0.02183790505,-0.4490086138,0.1324921697,0.4686574489,5.884090829287879
24,0.883363549,-2.349350452,0.6540828943,-12.24965858,12.49005234,-0.04846949503,-0.4223770201,0.08775109053,0.4341104617,5.898181734909091
25,0.91825907,-8.531942368,-0.8207695484,-14.08554649,16.48849063,-0.2422143221,-0.3701791167,0.1761679798,0.4761675266,5.912272640530302
26,0.953143653,-0.07150280476,1.002628803,2.571463585,2.760942255,-0.5138565302,-0.3137201369,0.5520728827,0.8168557557,5.9263635461515145
27,0.988428757,4.366513252,-6.590540409,13.25879574,15.43688198,-0.4861596823,-0.00159789552,0.6628602743,0.8220325621,5.940454451772727
28,1.023176466,5.621860504,-8.701120377,3.867002487,11.05750965,0.04633896798,0.3487406969,0.5435507894,0.6474680179,5.954545357393939
29,1.058146257,15.5642643,-7.228691578,2.308000565,17.31551823,-0.1452753246,0.3998733461,0.5872265697,0.7251473347,5.968636263015151
30,1.092726257,13.15891266,-4.598538399,-5.20649004,14.87988832,-0.08349003643,0.3764375448,0.2763027549,0.4743617013,5.982727168636363
31,1.127593341,-0.980499208,1.079159141,-1.453903198,2.059076894,0.1869537681,0.4595280886,-0.4862928391,0.6946930984,5.996818074257575
32,1.162490111,-8.417050362,0.3068048954,5.358552933,9.982732871,-0.319978565,0.7736477256,-0.3978759646,0.926942484,6.010908979878788
33,1.197373028,-8.046318054,1.974685192,11.13126373,13.87615394,-0.2070606202,0.6010749936,-0.2828274965,0.6958136541,6.0249998855
34,1.232267038,-0.5514515638,2.917556286,-0.6587514877,3.041412013,0.2711096108,0.5191828609,-0.2008021921,0.6191710462,6.039090791121212
35,1.267140163,3.324706554,3.914750099,-1.941348553,5.490699064,0.2391516864,0.2432795912,-0.3765707016,0.5081180787,6.053181696742424
36,1.302026361,3.389489412,10.94540977,-3.466161728,11.97100291,-0.02503369562,-0.1177116334,-0.6789724231,0.6895551217,6.067272602363636
37,1.336904643,-4.771208763,4.124862194,-9.936405182,11.76907257,-0.1282311082,-0.2476737946,-0.9197220206,0.9610796642,6.0813635079848485
38,1.371819955,-10.2279644,4.747060776,-2.447748661,11.53851443,-0.3093259335,-0.4585959911,-0.7854987979,0.9607295029,6.095454413606061
39,1.406685476,4.885773182,-4.169775963,8.460615158,10.62260891,-0.3146522343,-0.3531349003,-0.1539305896,0.4973981431,6.109545319227273
40,1.441783653,6.638572693,-1.557469845,-13.11242485,14.77944671,0.4277033508,-0.7428882122,-0.08042740822,0.860977131,6.123636224848485
